Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Calabozos,Chile,Caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.558,-70.496,3508,Dacite
Descabezado Grande,Chile,Stratovolcano(es),Eruption Observed,1933 CE,South America,Central Chile and Argentina,-35.58,-70.75,3953,Andesite / Basaltic Andesite
"Azul, Cerro",Chile,Stratovolcano,Eruption Observed,1967 CE,South America,Central Chile and Argentina,-35.653,-70.761,3788,Dacite
"Maule, Laguna del",Chile,Caldera,Eruption Dated,50 BCE,South America,Central Chile and Argentina,-36.058,-70.492,2162,Andesite / Basaltic Andesite
San Pedro-Pellado,Chile,Stratovolcano(es),Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.989,-70.849,3621,Andesite / Basaltic Andesite
"Longavi, Nevado de",Chile,Stratovolcano,Eruption Dated,4890 BCE,South America,Central Chile and Argentina,-36.193,-71.161,3242,Andesite / Basaltic Andesite
"Blancas, Lomas",Chile,Stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.286,-71.009,2268,Basalt / Picro-Basalt
"Resago, Volcan",Chile,Pyroclastic cone,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.45,-70.92,1890,Andesite / Basaltic Andesite
Payun Matru,Argentina,Shield,Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-36.422,-69.241,3715,Trachybasalt / Tephrite Basanite
Domuyo,Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-36.638,-70.432,4702,Dacite
"Chillan, Nevados de",Chile,Stratovolcano,Eruption Observed,2020 CE,South America,Central Chile and Argentina,-36.868,-71.378,3180,Andesite / Basaltic Andesite
Tromen,Argentina,Stratovolcano(es),Eruption Observed,1822 CE,South America,Central Chile and Argentina,-37.144,-70.033,4114,Andesite / Basaltic Andesite
Antuco,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Central Chile and Argentina,-37.406,-71.349,2979,Basalt / Picro-Basalt
Trolon,Argentina,Lava dome(s),Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-37.738,-70.906,2360,Dacite
Copahue,Chile-Argentina,Stratovolcano,Eruption Observed,2019 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite
Callaqui,Chile,Stratovolcano,Eruption Observed,1980 CE,South America,Central Chile and Argentina,-37.92,-71.45,3164,Andesite / Basaltic Andesite
"Mariñaqui, Laguna",Chile,Pyroclastic cone(s),Evidence Credible,Unknown,South America,Central Chile and Argentina,-38.255,-71.167,2108,Andesite / Basaltic Andesite
Tolhuaca,Chile,Stratovolcano,Evidence Credible,4000 BCE,South America,Central Chile and Argentina,-38.31,-71.645,2739,Andesite / Basaltic Andesite
Lonquimay,Chile,Stratovolcano,Eruption Observed,1990 CE,South America,Central Chile and Argentina,-38.379,-71.586,2832,Andesite / Basaltic Andesite
Tralihue,Argentina,Stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-38.509,-70.898,2448,Trachyandesite / Basaltic Trachyandesite
"Blanca, Laguna",Argentina,Volcanic field,Evidence Credible,Unknown,South America,Central Chile and Argentina,-39.02,-70.37,1700,Basalt / Picro-Basalt
Llaima,Chile,Stratovolcano,Eruption Observed,2009 CE,South America,Central Chile and Argentina,-38.692,-71.729,3125,Basalt / Picro-Basalt
Sollipulli,Chile,Caldera,Eruption Dated,1240 CE,South America,Central Chile and Argentina,-38.97,-71.52,2282,Andesite / Basaltic Andesite
Caburgua-Huelemolle,Chile,Pyroclastic cone(s),Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-39.25,-71.75,1652,Basalt / Picro-Basalt
Villarrica,Chile,Stratovolcano,Eruption Observed,2020 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847,Basalt / Picro-Basalt
Quetrupillan,Chile,Stratovolcano,Eruption Observed,1872 CE,South America,Central Chile and Argentina,-39.5,-71.7,2360,Andesite / Basaltic Andesite
Lanin,Chile-Argentina,Stratovolcano,Eruption Dated,560 CE,South America,Central Chile and Argentina,-39.637,-71.502,3776,Trachyandesite / Basaltic Trachyandesite
Huanquihue Group,Argentina,Stratovolcano(es),Eruption Dated,1750 CE,South America,Central Chile and Argentina,-39.887,-71.58,2189,Basalt / Picro-Basalt
Mocho-Choshuenco,Chile,Stratovolcano(es),Eruption Observed,1937 CE,South America,Central Chile and Argentina,-39.927,-72.027,2422,Andesite / Basaltic Andesite
Carran-Los Venados,Chile,Pyroclastic cone(s),Eruption Observed,1979 CE,South America,Central Chile and Argentina,-40.35,-72.07,1114,Basalt / Picro-Basalt
Puyehue-Cordon Caulle,Chile,Stratovolcano,Eruption Observed,2012 CE,South America,Central Chile and Argentina,-40.59,-72.117,2236,Andesite / Basaltic Andesite
Antillanca Volcanic Complex,Chile,Stratovolcano(es),Eruption Dated,230 BCE,South America,Central Chile and Argentina,-40.783,-72.15,1979,Basalt / Picro-Basalt
Puntiagudo-Cordon Cenizos,Chile,Stratovolcano,Eruption Observed,1850 CE,South America,Central Chile and Argentina,-40.969,-72.264,2493,Andesite / Basaltic Andesite
Osorno,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Southern Chile and Argentina,-41.105,-72.496,2659,Basalt / Picro-Basalt
Tronador,Chile-Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Andesite / Basaltic Andesite
Cayutue-La Vigueria,Chile,Pyroclastic cone(s),Eruption Dated,190 BCE,South America,Southern Chile and Argentina,-41.25,-72.27,506,Basalt / Picro-Basalt
Calbuco,Chile,Stratovolcano,Eruption Observed,2015 CE,South America,Southern Chile and Argentina,-41.33,-72.618,1974,Andesite / Basaltic Andesite
Yate,Chile,Stratovolcano,Eruption Dated,1090 CE,South America,Southern Chile and Argentina,-41.755,-72.396,2187,Andesite / Basaltic Andesite
Hornopiren,Chile,Stratovolcano,Eruption Dated,340 CE,South America,Southern Chile and Argentina,-41.874,-72.431,1572,Andesite / Basaltic Andesite
Apagado,Chile,Pyroclastic cone,Eruption Dated,590 BCE,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Basalt / Picro-Basalt
Crater Basalt Volcanic Field,Argentina,Pyroclastic cone(s),Evidence Credible,Unknown,South America,Southern Chile and Argentina,-42.018,-70.194,1344,Trachybasalt / Tephrite Basanite
Huequi,Chile,Lava dome(s),Eruption Observed,1920 CE,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Andesite / Basaltic Andesite
Michinmahuida,Chile,Stratovolcano,Eruption Observed,1835 CE,South America,Southern Chile and Argentina,-42.799,-72.445,2452,Andesite / Basaltic Andesite
Chaiten,Chile,Caldera,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-42.833,-72.646,1122,Rhyolite
Yanteles,Chile,Stratovolcano(es),Eruption Dated,6650 BCE,South America,Southern Chile and Argentina,-43.497,-72.81,2049,Andesite / Basaltic Andesite
Corcovado,Chile,Stratovolcano,Eruption Dated,4920 BCE,South America,Southern Chile and Argentina,-43.189,-72.794,1826,Andesite / Basaltic Andesite
Melimoyu,Chile,Stratovolcano,Eruption Dated,200 CE,South America,Southern Chile and Argentina,-44.08,-72.88,2400,Andesite / Basaltic Andesite
Puyuhuapi,Chile,Pyroclastic cone(s),Evidence Credible,Unknown,South America,Southern Chile and Argentina,-44.3,-72.53,524,Basalt / Picro-Basalt
Mentolat,Chile,Stratovolcano,Eruption Observed,1710 CE,South America,Southern Chile and Argentina,-44.7,-73.08,1660,Andesite / Basaltic Andesite
Cay,Chile,Stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-45.059,-72.984,2090,Andesite / Basaltic Andesite
Maca,Chile,Stratovolcano,Eruption Dated,1560 CE,South America,Southern Chile and Argentina,-45.1,-73.17,2960,Basalt / Picro-Basalt
"Hudson, Cerro",Chile,Stratovolcano,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Basalt / Picro-Basalt
Arenales,Chile,Stratovolcano,Eruption Observed,1979 CE,South America,Southern Chile and Argentina,-47.2,-73.48,3437,No Data (checked)
Lautaro,Chile,Stratovolcano,Eruption Observed,1979 CE,South America,Southern Chile and Argentina,-49.019,-73.504,3542,Dacite
Aguilera,Chile,Stratovolcano,Eruption Dated,1250 BCE,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Dacite
Reclus,Chile,Pyroclastic cone,Eruption Observed,1908 CE,South America,Southern Chile and Argentina,-50.964,-73.585,1000,Dacite
Meullin,Chile,Volcanic field,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-45.22,-73.05,1080,Basalt / Picro-Basalt
"Burney, Monte",Chile,Stratovolcano,Eruption Observed,1910 CE,South America,Southern Chile and Argentina,-52.33,-73.4,1758,Andesite / Basaltic Andesite
Pali-Aike Volcanic Field,Chile-Argentina,Pyroclastic cone(s),Eruption Dated,5550 BCE,South America,Southern Chile and Argentina,-52.082,-69.698,282,Basalt / Picro-Basalt
Fueguino,Chile,Lava dome(s),Eruption Observed,1820 CE,South America,Southern Chile and Argentina,-54.97,-70.262,157,Andesite / Basaltic Andesite
Saba,Netherlands,Stratovolcano,Eruption Observed,1640 CE,West Indies,West Indies,17.63,-63.23,887,Andesite / Basaltic Andesite
"Quill, The",Netherlands,Stratovolcano,Eruption Dated,250 CE,West Indies,West Indies,17.478,-62.96,601,Andesite / Basaltic Andesite
Liamuiga,Saint Kitts and Nevis,Stratovolcano,Eruption Dated,160 CE,West Indies,West Indies,17.37,-62.8,1156,Andesite / Basaltic Andesite
Nevis Peak,Saint Kitts and Nevis,Stratovolcano,Evidence Uncertain,Unknown,West Indies,West Indies,17.15,-62.58,985,Andesite / Basaltic Andesite
Soufriere Hills,United Kingdom,Stratovolcano,Eruption Observed,2013 CE,West Indies,West Indies,16.72,-62.18,915,Andesite / Basaltic Andesite
Soufriere Guadeloupe,France,Stratovolcano,Eruption Observed,1977 CE,West Indies,West Indies,16.044,-61.664,1467,Andesite / Basaltic Andesite
"Diables, Morne aux",Dominica,Lava dome(s),Evidence Credible,Unknown,West Indies,West Indies,15.612,-61.43,861,Andesite / Basaltic Andesite
"Diablotins, Morne",Dominica,Stratovolcano,Evidence Uncertain,Unknown,West Indies,West Indies,15.503,-61.397,1430,Andesite / Basaltic Andesite
"Trois Pitons, Morne",Dominica,Complex,Eruption Dated,920 CE,West Indies,West Indies,15.37,-61.33,1387,Andesite / Basaltic Andesite
"Watt, Morne",Dominica,Stratovolcano(es),Eruption Observed,1997 CE,West Indies,West Indies,15.307,-61.305,1224,Andesite / Basaltic Andesite
"Plat Pays, Morne",Dominica,Stratovolcano,Eruption Dated,1270 CE,West Indies,West Indies,15.255,-61.341,940,Dacite
Pelee,France,Stratovolcano,Eruption Observed,1932 CE,West Indies,West Indies,14.809,-61.165,1394,Andesite / Basaltic Andesite
Qualibou,Saint Lucia,Caldera,Eruption Observed,1766 CE,West Indies,West Indies,13.83,-61.05,777,Andesite / Basaltic Andesite
Soufriere St. Vincent,Saint Vincent and the Grenadines,Stratovolcano,Eruption Observed,1979 CE,West Indies,West Indies,13.33,-61.18,1220,Andesite / Basaltic Andesite
Kick 'em Jenny,Grenada,Submarine,Eruption Observed,2017 CE,West Indies,West Indies,12.3,-61.64,-185,Basalt / Picro-Basalt
St. Catherine,Grenada,Stratovolcano,Evidence Credible,Unknown,West Indies,West Indies,12.15,-61.67,840,Andesite / Basaltic Andesite
Snaefellsjokull,Iceland,Stratovolcano,Eruption Dated,200 CE,Iceland and Arctic Ocean,Iceland (western),64.8,-23.783,1446,
Helgrindur,Iceland,Pyroclastic cone(s),Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,Basalt / Picro-Basalt
Ljosufjoll,Iceland,Fissure vent(s),Eruption Dated,960 CE,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,Basalt / Picro-Basalt
Reykjanes,Iceland,Crater rows,Eruption Observed,1831 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.85,-22.566,140,Basalt / Picro-Basalt
Eldey,Iceland,Submarine,Confirmed Eruption,1926 CE,Iceland and Arctic Ocean,Iceland (northeastern),63.733,-23,70,
Krysuvik,Iceland,Crater rows,Eruption Observed,1340 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360,Basalt / Picro-Basalt
Brennisteinsfjoll,Iceland,Crater rows,Eruption Observed,1341 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610,Basalt / Picro-Basalt
Hengill,Iceland,Crater rows,Eruption Dated,150 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,Basalt / Picro-Basalt
Hromundartindur,Iceland,Stratovolcano,Evidence Uncertain,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.333,550,Basalt / Picro-Basalt
Grimsnes,Iceland,Crater rows,Eruption Dated,3500 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,Basalt / Picro-Basalt
Prestahnukur,Iceland,Subglacial,Eruption Dated,3350 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.583,-20.666,1385,Basalt / Picro-Basalt
Langjokull,Iceland,Subglacial,Eruption Dated,950 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,Basalt / Picro-Basalt
Hofsjokull,Iceland,Subglacial,Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.833,-18.766,1765,Basalt / Picro-Basalt
Vestmannaeyjar,Iceland,Submarine,Eruption Observed,1973 CE,Iceland and Arctic Ocean,Iceland (southern),63.416,-20.266,283,Basalt / Picro-Basalt
Eyjafjallajokull,Iceland,Stratovolcano,Eruption Observed,2010 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,Basalt / Picro-Basalt
Katla,Iceland,Subglacial,Eruption Observed,1918 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,Basalt / Picro-Basalt
Tindfjallajokull,Iceland,Stratovolcano,Evidence Uncertain,Unknown,Iceland and Arctic Ocean,Iceland (southern),63.783,-19.716,1464,Basalt / Picro-Basalt
Torfajokull,Iceland,Stratovolcano,Eruption Observed,1477 CE,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280,Rhyolite
Hekla,Iceland,Stratovolcano,Eruption Observed,2000 CE,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,Andesite / Basaltic Andesite
Grimsvotn,Iceland,Caldera,Eruption Observed,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,Basalt / Picro-Basalt
Thordarhyrna,Iceland,Stratovolcano,Confirmed Eruption,1904 CE,Iceland and Arctic Ocean,Iceland (southern),64.267,-17.617,1650,
Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000,Basalt / Picro-Basalt
Tungnafellsjokull,Iceland,Stratovolcano,Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (northeastern),64.75,-17.916,1523,Basalt / Picro-Basalt
Kverkfjoll,Iceland,Stratovolcano,Eruption Observed,1968 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,Basalt / Picro-Basalt
Askja,Iceland,Stratovolcano,Eruption Observed,1961 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,Basalt / Picro-Basalt
Fremrinamar,Iceland,Stratovolcano,Eruption Dated,1200 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,Basalt / Picro-Basalt
Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,Basalt / Picro-Basalt
Heidarspordar,Iceland,Fissure vent,Confirmed Eruption,300 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.583,-16.817,490,
Theistareykir,Iceland,Shield,Eruption Dated,900 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.833,-17.166,540,Basalt / Picro-Basalt
Tjornes Fracture Zone,Iceland,Submarine,Eruption Observed,1868 CE,Iceland and Arctic Ocean,Iceland (northeastern),66.309,-17.118,-75,Basalt / Picro-Basalt
Oraefajokull,Iceland,Stratovolcano,Eruption Observed,1728 CE,Iceland and Arctic Ocean,Iceland (southeastern),64.05,-16.633,2010,Basalt / Picro-Basalt
Esjufjoll,Iceland,Stratovolcano,Unrest / Holocene,Unknown,Iceland and Arctic Ocean,Iceland (southeastern),64.25,-16.583,1620,Basalt / Picro-Basalt
Snaefell,Iceland,Stratovolcano,Uncertain Evidence,Unknown,Iceland and Arctic Ocean,Iceland (southeastern),64.783,-15.55,1833,
Kolbeinsey Ridge,Iceland,Submarine,Eruption Observed,1755 CE,Iceland and Arctic Ocean,North of Iceland,66.67,-18.5,5,Basalt / Picro-Basalt
Jan Mayen,Norway,Stratovolcano,Eruption Observed,1985 CE,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Basalt / Picro-Basalt
East Gakkel Ridge at 85°E,Undersea Features,Submarine,Evidence Credible,1999 CE,Iceland and Arctic Ocean,Arctic Ocean,85.608,85.25,-3800,No Data (checked)
Pico Fracture Zone,Undersea Features,Submarine,Eruption Observed,1865 CE,Atlantic Ocean,Atlantic Ocean (northern),38.75,-38.08,-4200,No Data (checked)
Flores,Portugal,Stratovolcano(es),Eruption Dated,950 BCE,Atlantic Ocean,Azores,39.462,-31.216,914,Basalt / Picro-Basalt
Corvo,Portugal,Stratovolcano,Evidence Credible,Unknown,Atlantic Ocean,Azores,39.699,-31.111,718,Basalt / Picro-Basalt
Fayal,Portugal,Stratovolcano,Eruption Observed,1958 CE,Atlantic Ocean,Azores,38.6,-28.73,1043,Andesite / Basaltic Andesite
Pico,Portugal,Stratovolcano,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.47,-28.4,2351,Basalt / Picro-Basalt
San Jorge,Portugal,Fissure vent,Eruption Observed,1907 CE,Atlantic Ocean,Azores,38.65,-28.08,1053,Basalt / Picro-Basalt
Graciosa,Portugal,Stratovolcano,Eruption Dated,1950 BCE,Atlantic Ocean,Azores,39.02,-27.97,402,Basalt / Picro-Basalt
Terceira,Portugal,Stratovolcano(es),Eruption Observed,2000 CE,Atlantic Ocean,Azores,38.73,-27.32,1023,Basalt / Picro-Basalt
Don Joao de Castro Bank,Portugal,Submarine,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.23,-26.63,-13,Basalt / Picro-Basalt
Sete Cidades,Portugal,Stratovolcano,Eruption Observed,1880 CE,Atlantic Ocean,Azores,37.87,-25.78,856,Trachyte / Trachydacite
Picos Volcanic System,Portugal,Pyroclastic cone(s),Eruption Observed,1652 CE,Atlantic Ocean,Azores,37.78,-25.67,350,Trachybasalt / Tephrite Basanite
Agua de Pau,Portugal,Stratovolcano,Eruption Observed,1564 CE,Atlantic Ocean,Azores,37.77,-25.47,947,Trachyte / Trachydacite
Furnas,Portugal,Stratovolcano,Eruption Observed,1630 CE,Atlantic Ocean,Azores,37.77,-25.32,805,Trachyte / Trachydacite
Monaco Bank,Portugal,Submarine,Eruption Observed,1911 CE,Atlantic Ocean,Azores,37.6,-25.88,-197,No Data (checked)
Madeira,Portugal,Shield,Eruption Dated,4500 BCE,Atlantic Ocean,Azores,32.73,-16.97,1862,Basalt / Picro-Basalt
La Palma,Spain,Stratovolcano(es),Eruption Observed,1971 CE,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,Trachybasalt / Tephrite Basanite
Hierro,Spain,Shield,Eruption Observed,2012 CE,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,Trachybasalt / Tephrite Basanite
Tenerife,Spain,Stratovolcano,Eruption Observed,1909 CE,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,Phonolite
Gran Canaria,Spain,Fissure vent(s),Eruption Dated,40 CE,Atlantic Ocean,Canary Islands,28,-15.58,1950,Trachybasalt / Tephrite Basanite
Fuerteventura,Spain,Fissure vent(s),Evidence Credible,Unknown,Atlantic Ocean,Canary Islands,28.358,-14.02,529,Basalt / Picro-Basalt
